form;tense_in_paradigm;person;number;preverb;pre2;root;sf2;caus_sf;ending;tsch_class;morph_type;sub_id;id;vn
ავუბრძანებდეთ;conj-future;1;pl;ა;ვუ;ბრძან;ებ;-;დეთ;T3;active;249-68;249;*გორება
აუბრძანებდეთ;conj-future;2;pl;ა;უ;ბრძან;ებ;-;დეთ;T3;active;249-68;249;*გორება
აუბრძანებდენ;conj-future;3;pl;ა;უ;ბრძან;ებ;-;დენ;T3;active;249-68;249;*გორება
აუბრძანებდნენ;conj-future;3;pl;ა;უ;ბრძან;ებ;-;დნენ;T3;active;249-68;249;*ბრძანებინება
ამებრძანებიოს;conj-perfect;1;sg;ა;მე;ბრძან;ებ;-;იოს;T3;active;249-68;249;*ბრძანებინება
ამებრძანებინოს;conj-perfect;1;sg;ა;მე;ბრძან;ებ;-;ინოს;T3;active;249-68;249;*ბრძანებინება
ამებრძანოს;conj-perfect;1;sg;ა;მე;ბრძან;-;-;ოს;T3;active;249-68;249;*მართვა
აგებრძანებიოს;conj-perfect;2;sg;ა;გე;ბრძან;ებ;-;იოს;T3;active;249-68;249;*ბრძანებინება
აგებრძანებინოს;conj-perfect;2;sg;ა;გე;ბრძან;ებ;-;ინოს;T3;active;249-68;249;*ბრძანებინება
აგებრძანოს;conj-perfect;2;sg;ა;გე;ბრძან;-;-;ოს;T3;active;249-68;249;*მართვა
აებრძანებიოს;conj-perfect;3;sg;ა;ე;ბრძან;ებ;-;იოს;T3;active;249-68;249;*ბრძანებინება
აებრძანებინოს;conj-perfect;3;sg;ა;ე;ბრძან;ებ;-;ინოს;T3;active;249-68;249;*ბრძანებინება
აებრძანოს;conj-perfect;3;sg;ა;ე;ბრძან;-;-;ოს;T3;active;249-68;249;*მართვა
აგვებრძანებიოს;conj-perfect;1;pl;ა;გვე;ბრძან;ებ;-;იოს;T3;active;249-68;249;*ბრძანებინება
აგვებრძანებინოს;conj-perfect;1;pl;ა;გვე;ბრძან;ებ;-;ინოს;T3;active;249-68;249;*ბრძანებინება
აგვებრძანოს;conj-perfect;1;pl;ა;გვე;ბრძან;-;-;ოს;T3;active;249-68;249;*მართვა
აგებრძანებიოთ;conj-perfect;2;pl;ა;გე;ბრძან;ებ;-;იოთ;T3;active;249-68;249;*ბრძანებინება
აგებრძანებინოთ;conj-perfect;2;pl;ა;გე;ბრძან;ებ;-;ინოთ;T3;active;249-68;249;*ბრძანებინება
აგებრძანოთ;conj-perfect;2;pl;ა;გე;ბრძან;-;-;ოთ;T3;active;249-68;249;*მართვა
აებრძანებიოთ;conj-perfect;3;pl;ა;ე;ბრძან;ებ;-;იოთ;T3;active;249-68;249;*გორება
აებრძანებინოთ;conj-perfect;3;pl;ა;ე;ბრძან;ებ;-;ინოთ;T3;active;249-68;249;*ბრძანებინება
აებრძანოთ;conj-perfect;3;pl;ა;ე;ბრძან;-;-;ოთ;T3;active;249-68;249;*მართვა
ვუბრძანებ;present;1;sg;-;ვუ;ბრძან;ებ;-;-;T3;active;249-69;249;*გორება
უბრძანებ;present;2;sg;-;უ;ბრძან;ებ;-;-;T3;active;249-69;249;*გორება
უბრძანებს;present;3;sg;-;უ;ბრძან;ებ;-;ს;T3;active;249-69;249;*გორება
ვუბრძანებთ;present;1;pl;-;ვუ;ბრძან;ებ;-;თ;T3;active;249-69;249;*გორება
უბრძანებთ;present;2;pl;-;უ;ბრძან;ებ;-;თ;T3;active;249-69;249;*გორება
უბრძანებენ;present;3;pl;-;უ;ბრძან;ებ;-;ენ;T3;active;249-69;249;*ბრძანებინება
ვუბრძანებ;future;1;sg;-;ვუ;ბრძან;ებ;-;-;T3;active;249-69;249;*გორება
უბრძანებ;future;2;sg;-;უ;ბრძან;ებ;-;-;T3;active;249-69;249;*გორება
უბრძანებს;future;3;sg;-;უ;ბრძან;ებ;-;ს;T3;active;249-69;249;*გორება
ვუბრძანებთ;future;1;pl;-;ვუ;ბრძან;ებ;-;თ;T3;active;249-69;249;*გორება
უბრძანებთ;future;2;pl;-;უ;ბრძან;ებ;-;თ;T3;active;249-69;249;*გორება
უბრძანებენ;future;3;pl;-;უ;ბრძან;ებ;-;ენ;T3;active;249-69;249;*გორება
ვუბრძანე;aorist;1;sg;-;ვუ;ბრძან;-;-;ე;T3;active;249-69;249;*მართვა
უბრძანე;aorist;2;sg;-;უ;ბრძან;-;-;ე;T3;active;249-69;249;*მართვა
უბრძანა;aorist;3;sg;-;უ;ბრძან;-;-;ა;T3;active;249-69;249;*მართვა
ვუბრძანეთ;aorist;1;pl;-;ვუ;ბრძან;-;-;ეთ;T3;active;249-69;249;*მართვა
უბრძანეთ;aorist;2;pl;-;უ;ბრძან;-;-;ეთ;T3;active;249-69;249;*მართვა
უბრძანეს;aorist;3;pl;-;უ;ბრძან;-;-;ეს;T3;active;249-69;249;*მართვა
მიბრძანებია;perfect;1;sg;-;მი;ბრძან;ებ;-;ია;T3;active;249-69;249;*ბრძანებინება
გიბრძანებია;perfect;2;sg;-;გი;ბრძან;ებ;-;ია;T3;active;249-69;249;*ბრძანებინება
უბრძანებია;perfect;3;sg;-;უ;ბრძან;ებ;-;ია;T3;active;249-69;249;*ბრძანებინება
გვიბრძანებია;perfect;1;pl;-;გვი;ბრძან;ებ;-;ია;T3;active;249-69;249;*ბრძანებინება
გიბრძანებიათ;perfect;2;pl;-;გი;ბრძან;ებ;-;იათ;T3;active;249-69;249;*ბრძანებინება
უბრძანებიათ;perfect;3;pl;-;უ;ბრძან;ებ;-;იათ;T3;active;249-69;249;*ბრძანებინება
ვუბრძანებდი;imperfect;1;sg;-;ვუ;ბრძან;ებ;-;დი;T3;active;249-69;249;*ბრძანებინება
უბრძანებდი;imperfect;2;sg;-;უ;ბრძან;ებ;-;დი;T3;active;249-69;249;*ბრძანებინება
უბრძანებდა;imperfect;3;sg;-;უ;ბრძან;ებ;-;და;T3;active;249-69;249;*ბრძანებინება
ვუბრძანებდით;imperfect;1;pl;-;ვუ;ბრძან;ებ;-;დით;T3;active;249-69;249;*ბრძანებინება
უბრძანებდით;imperfect;2;pl;-;უ;ბრძან;ებ;-;დით;T3;active;249-69;249;*ბრძანებინება
უბრძანებდენ;imperfect;3;pl;-;უ;ბრძან;ებ;-;დენ;T3;active;249-69;249;*ბრძანებინება
უბრძანებდნენ;imperfect;3;pl;-;უ;ბრძან;ებ;-;დნენ;T3;active;249-69;249;*ბრძანებინება
ვუბრძანებდი;conditional;1;sg;-;ვუ;ბრძან;ებ;-;დი;T3;active;249-69;249;*ბრძანებინება
უბრძანებდი;conditional;2;sg;-;უ;ბრძან;ებ;-;დი;T3;active;249-69;249;*გორება
უბრძანებდა;conditional;3;sg;-;უ;ბრძან;ებ;-;და;T3;active;249-69;249;*გორება
ვუბრძანებდით;conditional;1;pl;-;ვუ;ბრძან;ებ;-;დით;T3;active;249-69;249;*გორება
უბრძანებდით;conditional;2;pl;-;უ;ბრძან;ებ;-;დით;T3;active;249-69;249;*ბრძანებინება
უბრძანებდენ;conditional;3;pl;-;უ;ბრძან;ებ;-;დენ;T3;active;249-69;249;*გორება
უბრძანებდნენ;conditional;3;pl;-;უ;ბრძან;ებ;-;დნენ;T3;active;249-69;249;*ბრძანებინება
ვუბრძანო;optative;1;sg;-;ვუ;ბრძან;-;-;ო;T3;active;249-69;249;*მართვა
უბრძანო;optative;2;sg;-;უ;ბრძან;-;-;ო;T3;active;249-69;249;*მართვა
უბრძანოს;optative;3;sg;-;უ;ბრძან;-;-;ოს;T3;active;249-69;249;*მართვა
ვუბრძანოთ;optative;1;pl;-;ვუ;ბრძან;-;-;ოთ;T3;active;249-69;249;*მართვა
უბრძანოთ;optative;2;pl;-;უ;ბრძან;-;-;ოთ;T3;active;249-69;249;*მართვა
უბრძანონ;optative;3;pl;-;უ;ბრძან;-;-;ონ;T3;active;249-69;249;*მართვა
მებრძანებია;pluperfect;1;sg;-;მე;ბრძან;ებ;-;ია;T3;active;249-69;249;*ბრძანებინება
მებრძანებინა;pluperfect;1;sg;-;მე;ბრძან;ებ;-;ინა;T3;active;249-69;249;*ბრძანებინება
მებრძანა;pluperfect;1;sg;-;მე;ბრძან;-;-;ა;T3;active;249-69;249;*მართვა
გებრძანებია;pluperfect;2;sg;-;გე;ბრძან;ებ;-;ია;T3;active;249-69;249;*ბრძანებინება
გებრძანებინა;pluperfect;2;sg;-;გე;ბრძან;ებ;-;ინა;T3;active;249-69;249;*ბრძანებინება
გებრძანა;pluperfect;2;sg;-;გე;ბრძან;-;-;ა;T3;active;249-69;249;*მართვა
ებრძანებია;pluperfect;3;sg;-;ე;ბრძან;ებ;-;ია;T3;active;249-69;249;*გორება
ებრძანებინა;pluperfect;3;sg;-;ე;ბრძან;ებ;-;ინა;T3;active;249-69;249;*გორება
ებრძანა;pluperfect;3;sg;-;ე;ბრძან;-;-;ა;T3;active;249-69;249;*მართვა
გვებრძანებია;pluperfect;1;pl;-;გვე;ბრძან;ებ;-;ია;T3;active;249-69;249;*გორება
გვებრძანებინა;pluperfect;1;pl;-;გვე;ბრძან;ებ;-;ინა;T3;active;249-69;249;*ბრძანება
გვებრძანა;pluperfect;1;pl;-;გვე;ბრძან;-;-;ა;T3;active;249-69;249;*მართვა
გებრძანებიათ;pluperfect;2;pl;-;გე;ბრძან;ებ;-;იათ;T3;active;249-69;249;*ბრძანებინება
გებრძანებინათ;pluperfect;2;pl;-;გე;ბრძან;ებ;-;ინათ;T3;active;249-69;249;*ბრძანება
გებრძანათ;pluperfect;2;pl;-;გე;ბრძან;-;-;ათ;T3;active;249-69;249;*მართვა
ებრძანებიათ;pluperfect;3;pl;-;ე;ბრძან;ებ;-;იათ;T3;active;249-69;249;*გორება
ებრძანებინათ;pluperfect;3;pl;-;ე;ბრძან;ებ;-;ინათ;T3;active;249-69;249;*ბრძანებინება
ებრძანათ;pluperfect;3;pl;-;ე;ბრძან;-;-;ათ;T3;active;249-69;249;*გორება
ვუბრძანებდე;conj-present;1;sg;-;ვუ;ბრძან;ებ;-;დე;T3;active;249-69;249;*ბრძანებინება
უბრძანებდე;conj-present;2;sg;-;უ;ბრძან;ებ;-;დე;T3;active;249-69;249;*ბრძანებინება
უბრძანებდეს;conj-present;3;sg;-;უ;ბრძან;ებ;-;დეს;T3;active;249-69;249;*ბრძანება
ვუბრძანებდეთ;conj-present;1;pl;-;ვუ;ბრძან;ებ;-;დეთ;T3;active;249-69;249;*ბრძანებინება
უბრძანებდეთ;conj-present;2;pl;-;უ;ბრძან;ებ;-;დეთ;T3;active;249-69;249;*ბრძანებინება
